p1,left,40.687,-73.966
p1,front,40.687,-73.966
p1,right,40.687,-73.966
p1,back,40.687,-73.966
p2,left,40.668,-73.791
p2,front,40.668,-73.791
p2,right,40.668,-73.791
p2,back,40.668,-73.791
p3,left,40.735,-73.709
p3,front,40.735,-73.709
p3,right,40.735,-73.709
p3,back,40.735,-73.709
